settlement_id,payment_id,amount,fee_deducted,tax_deducted,utr,expected_credit_date,settled_at,status,source
SET-0692,PAY-0692,2340.14,47.93,8.63,UTR00000692,2025-03-03,2025-03-03T14:03:31Z,PROCESSED,
SET-0693,PAY-0693,824.09,3.31,0.6,UTR00000693,2025-03-03,2025-03-03T15:15:30Z,PROCESSED,
SET-0694,PAY-0694,2782.08,71.97,12.95,UTR00000694,2025-03-03,2025-03-04T19:09:21Z,PROCESSED,
SET-0695,PAY-0695,621.2,2.5,0.45,UTR00000695,2025-03-04,2025-03-05T00:17:35Z,PROCESSED,
SET-0696,PAY-0696,2351.89,48.17,8.67,UTR00000696,2025-03-04,2025-03-05T00:19:04Z,PROCESSED,
SET-0697,PAY-0697,1833.33,37.55,6.76,UTR00000697,2025-03-04,2025-03-04T02:27:31Z,PROCESSED,
SET-0700,PAY-0700,217.35,7.03,1.27,UTR00000700,2025-03-04,2025-03-04T06:51:46Z,PROCESSED,
SET-0701,PAY-0701,917.16,22.17,3.99,UTR00000701,2025-03-04,2025-03-04T08:32:58Z,PROCESSED,
SET-0703,PAY-0703,1636.71,50.83,9.15,UTR00000703,2025-03-04,2025-03-04T14:28:25Z,PROCESSED,
SET-0704,PAY-0704,295.43,9.62,1.73,UTR00000704,2025-03-04,2025-03-05T12:10:02Z,PROCESSED,
SET-0706,PAY-0706,434.45,8.9,1.6,UTR00000706,2025-03-04,2025-03-05T18:19:29Z,PROCESSED,
SET-0707,PAY-0707,4875.58,118.96,21.41,UTR00000707,2025-03-04,2025-03-05T23:08:26Z,PROCESSED,
SET-0708,PAY-0708,9095.79,186.31,33.54,UTR00000708,2025-03-05,2025-03-05T01:03:33Z,PROCESSED,
SET-0709,PAY-0709,297.58,1.2,0.22,UTR00000709,2025-03-05,2025-03-06T02:24:37Z,PROCESSED,
SET-0710,PAY-0710,1025.9,19.94,3.59,UTR00000710,2025-03-04,2025-03-05T23:09:14Z,PROCESSED,
SET-0711,PAY-0711,1422.29,7.97,1.43,UTR00000711,2025-03-05,2025-03-06T05:30:16Z,PROCESSED,
SET-0712,PAY-0712,4106.29,117.56,21.16,UTR00000712,2025-03-05,2025-03-06T02:10:37Z,PROCESSED,
SET-0713,PAY-0713,1232.09,25.24,4.54,UTR00000713,2025-03-05,2025-03-06T05:53:10Z,PROCESSED,
SET-0714,PAY-0714,6588.76,134.96,24.29,UTR00000714,2025-03-05,2025-03-06T09:53:34Z,PROCESSED,
SET-0715,PAY-0715,2183.28,44.72,8.05,UTR00000715,2025-03-05,2025-03-06T13:08:29Z,PROCESSED,
SET-0716,PAY-0716,1478.71,5.94,1.07,UTR00000716,2025-03-05,2025-03-05T14:45:29Z,PROCESSED,
SET-0717,PAY-0717,276.17,7.75,1.4,UTR00000717,2025-03-05,2025-03-06T16:31:52Z,PROCESSED,
SET-0718,PAY-0718,729.88,2.97,0.53,UTR00000718,2025-03-05,2025-03-05T15:50:37Z,PROCESSED,
SET-0720,PAY-0720,915.84,18.76,3.38,UTR00000720,2025-03-06,2025-03-06T00:02:16Z,PROCESSED,
SET-0721,PAY-0721,845.93,16.44,2.96,UTR00000721,2025-03-06,2025-03-07T01:19:24Z,PROCESSED,
SET-0722,PAY-0722,1332.86,5.36,0.96,UTR00000722,2025-03-05,2025-03-06T22:31:19Z,PROCESSED,
SET-0723,PAY-0723,2556.61,49.69,8.94,UTR00000723,2025-03-06,2025-03-07T04:24:22Z,PROCESSED,
SET-0724,PAY-0724,12102.6,48.64,8.76,UTR00000724,2025-03-06,2025-03-06T03:00:19Z,PROCESSED,
SET-0725,PAY-0725,3334.1,68.29,12.29,UTR00000725,2025-03-06,2025-03-07T04:07:22Z,PROCESSED,
SET-0726,PAY-0726,2504.83,10.07,1.81,UTR00000726,2025-03-06,2025-03-06T11:19:02Z,PROCESSED,
SET-0727,PAY-0727,2012.5,8.09,1.46,UTR00000727,2025-03-06,2025-03-07T07:41:10Z,PROCESSED,
SET-0728,PAY-0728,3090.97,63.31,11.4,UTR00000728,2025-03-06,2025-03-07T09:06:46Z,PROCESSED,
SET-0729,PAY-0729,1703.78,6.88,1.24,UTR00000729,2025-03-06,2025-03-06T09:53:30Z,PROCESSED,
SET-0730,PAY-0730,2179.21,8.76,1.58,UTR00000730,2025-03-06,2025-03-06T11:59:17Z,PROCESSED,
SET-0732,PAY-0732,642.13,15.52,2.79,UTR00000732,2025-03-06,2025-03-07T19:41:17Z,PROCESSED,
SET-0733,PAY-0733,1126.05,23.07,4.15,UTR00000733,2025-03-06,2025-03-06T22:49:30Z,PROCESSED,
SET-0734,PAY-0734,462.39,9.47,1.7,UTR00000734,2025-03-07,2025-03-08T02:53:36Z,PROCESSED,
SET-0735,PAY-0735,315.59,6.46,1.16,UTR00000735,2025-03-07,2025-03-08T04:03:06Z,PROCESSED,
SET-0736,PAY-0736,2032.62,41.64,7.5,UTR00000736,2025-03-06,2025-03-06T23:37:03Z,PROCESSED,
SET-0737,PAY-0737,2068.44,8.31,1.5,UTR00000737,2025-03-07,2025-03-08T04:59:53Z,PROCESSED,
SET-0738,PAY-0738,967.97,5.11,0.92,UTR00000738,2025-03-07,2025-03-08T06:31:22Z,PROCESSED,
SET-0739,PAY-0739,344.29,7.05,1.27,UTR00000739,2025-03-07,2025-03-07T10:22:51Z,PROCESSED,
SET-0740,PAY-0740,1545.15,8.48,1.53,UTR00000740,2025-03-07,2025-03-08T11:47:10Z,PROCESSED,
SET-0741,PAY-0741,1172.12,37.4,6.73,UTR00000741,2025-03-07,2025-03-07T10:12:51Z,PROCESSED,
SET-0742,PAY-0742,1964.67,64.28,11.57,UTR00000742,2025-03-07,2025-03-08T16:52:50Z,PROCESSED,
SET-0743,PAY-0743,413.26,8.46,1.52,UTR00000743,2025-03-07,2025-03-07T18:34:42Z,PROCESSED,
SET-0744,PAY-0744,527.48,10.8,1.94,UTR00000744,2025-03-07,2025-03-07T17:37:59Z,PROCESSED,
SET-0745,PAY-0745,1028.99,21.08,3.79,UTR00000745,2025-03-07,2025-03-08T20:32:08Z,PROCESSED,
SET-0746,PAY-0746,570.54,11.69,2.1,UTR00000746,2025-03-07,2025-03-07T21:34:17Z,PROCESSED,
SET-0747,PAY-0747,445.51,16.92,3.05,UTR00000747,2025-03-07,2025-03-07T22:03:08Z,PROCESSED,
SET-0748,PAY-0748,1964.68,7.9,1.42,UTR00000748,2025-03-07,2025-03-07T23:04:22Z,PROCESSED,
SET-0749,PAY-0749,568.07,13.73,2.47,UTR00000749,2025-03-08,2025-03-08T05:35:56Z,PROCESSED,
SET-0749-2,PAY-0749-2,378.72,9.15,1.65,UTR00000749B,2025-03-08,2025-03-09T05:35:56Z,PROCESSED,
SET-0750,PAY-0750,420.32,8.61,1.55,UTR00000750,2025-03-08,2025-03-08T07:47:03Z,PROCESSED,
SET-0751,PAY-0751,322.82,1.3,0.23,UTR00000751,2025-03-08,2025-03-09T03:28:25Z,PROCESSED,
SET-0752,PAY-0752,170.59,12.0,2.16,UTR00000752,2025-03-08,2025-03-08T12:09:23Z,PROCESSED,
SET-0752-2,PAY-0752-2,109.0,12.0,2.16,UTR00000752B,2025-03-08,2025-03-08T12:09:23Z,PROCESSED,
SET-0753,PAY-0753,348.66,1.4,0.25,UTR00000753,2025-03-08,2025-03-08T15:03:03Z,PROCESSED,
SET-0754,PAY-0754,1773.44,7.13,1.28,UTR00000754,2025-03-08,2025-03-09T16:07:33Z,PROCESSED,
SET-0755,PAY-0755,726.32,23.47,4.22,UTR00000755,2025-03-08,2025-03-09T11:59:06Z,PROCESSED,
SET-0756,PAY-0756,1362.57,12.0,2.16,UTR00000756,2025-03-08,2025-03-09T19:59:53Z,PROCESSED,
SET-0757,PAY-0757,210.78,5.98,1.08,UTR00000757,2025-03-08,2025-03-08T18:40:49Z,PROCESSED,
SET-0758,PAY-0758,7011.95,226.71,40.81,UTR00000758,2025-03-08,2025-03-08T18:42:01Z,PROCESSED,
SET-0759,PAY-0759,568.26,4.11,0.74,UTR00000759,2025-03-08,2025-03-08T20:12:26Z,PROCESSED,
SET-0760,PAY-0760,235.09,0.94,0.17,UTR00000760,2025-03-09,2025-03-10T03:49:25Z,PROCESSED,
SET-0760-2,PAY-0760-2,156.73,0.63,0.11,UTR00000760B,2025-03-09,2025-03-09T03:49:25Z,PROCESSED,
SET-0761,PAY-0761,539.96,10.49,1.89,UTR00000761,2025-03-09,2025-03-10T04:44:11Z,PROCESSED,
SET-0762,PAY-0762,739.36,15.14,2.73,UTR00000762,2025-03-09,2025-03-09T05:00:53Z,PROCESSED,
SET-0763,PAY-0763,6952.45,142.41,25.63,UTR00000763,2025-03-09,2025-03-10T06:25:35Z,PROCESSED,
SET-0764,PAY-0764,504.69,12.2,2.2,UTR00000764,2025-03-09,2025-03-09T04:33:10Z,PROCESSED,
SET-0765,PAY-0765,1206.02,24.7,4.45,UTR00000765,2025-03-09,2025-03-10T11:04:03Z,PROCESSED,
SET-0766,PAY-0766,1350.37,27.66,4.98,UTR00000766,2025-03-09,2025-03-10T10:09:35Z,PROCESSED,
SET-0767,PAY-0767,291.94,5.98,1.08,UTR00000767,2025-03-09,2025-03-09T17:30:41Z,PROCESSED,
SET-0768,PAY-0768,2809.43,19.05,3.43,UTR00000768,2025-03-09,2025-03-10T12:47:31Z,PROCESSED,
SET-0769,PAY-0769,292.3,5.68,1.02,UTR00000769,2025-03-09,2025-03-09T17:44:25Z,PROCESSED,
SET-0770,PAY-0770,3233.3,62.84,11.31,UTR00000770,2025-03-09,2025-03-09T16:41:49Z,PROCESSED,
SET-0771,PAY-0771,3607.72,14.5,2.61,UTR00000771,2025-03-10,2025-03-10T00:40:32Z,PROCESSED,
SET-0772,PAY-0772,3114.11,96.73,17.41,UTR00000772,2025-03-09,2025-03-10T23:30:30Z,PROCESSED,
SET-0774,PAY-0774,823.19,3.31,0.6,UTR00000774,2025-03-10,2025-03-10T03:54:34Z,PROCESSED,
SET-0774-2,PAY-0774-2,548.79,2.21,0.4,UTR00000774B,2025-03-10,2025-03-11T03:54:34Z,PROCESSED,
SET-0775,PAY-0775,1005.91,4.04,0.73,UTR00000775,2025-03-10,2025-03-10T06:03:36Z,PROCESSED,
SET-0776,PAY-0776,432.25,1.74,0.31,UTR00000776,2025-03-10,2025-03-10T08:17:26Z,PROCESSED,
SET-0777,PAY-0777,291.94,5.98,1.08,UTR00000777,2025-03-10,2025-03-11T07:39:24Z,PROCESSED,
SET-0778,PAY-0778,3927.37,80.45,14.48,UTR00000778,2025-03-10,2025-03-10T13:32:28Z,PROCESSED,
SET-0779,PAY-0779,600.2,11.67,2.1,UTR00000779,2025-03-10,2025-03-11T12:35:34Z,PROCESSED,
SET-0780,PAY-0780,291.94,5.98,1.08,UTR00000780,2025-03-10,2025-03-10T16:02:19Z,PROCESSED,
SET-0781,PAY-0781,1170.14,6.21,1.12,UTR00000781,2025-03-10,2025-03-11T19:46:43Z,PROCESSED,
SET-0782,PAY-0782,399.11,7.76,1.4,UTR00000782,2025-03-10,2025-03-10T20:48:18Z,PROCESSED,
SET-0783,PAY-0783,710.64,2.86,0.51,UTR00000783,2025-03-10,2025-03-11T20:45:02Z,PROCESSED,
SET-0783-2,PAY-0783-2,473.76,1.9,0.34,UTR00000783B,2025-03-10,2025-03-11T20:45:02Z,PROCESSED,
SET-0784,PAY-0784,2142.1,43.88,7.9,UTR00000784,2025-03-10,2025-03-11T21:56:17Z,PROCESSED,
SET-0785,PAY-0785,297.58,1.2,0.22,UTR00000785,2025-03-11,2025-03-11T03:30:43Z,PROCESSED,
SET-0786,PAY-0786,166.06,1.2,0.22,UTR00000786,2025-03-11,2025-03-11T02:50:11Z,PROCESSED,
SET-0787,PAY-0787,1617.97,31.45,5.66,UTR00000787,2025-03-11,2025-03-12T03:48:22Z,PROCESSED,
SET-0788,PAY-0788,1891.86,38.75,6.97,UTR00000788,2025-03-11,2025-03-12T03:05:39Z,PROCESSED,
SET-0789,PAY-0789,3969.23,146.55,26.38,UTR00000789,2025-03-11,2025-03-11T10:18:44Z,PROCESSED,
SET-0790,PAY-0790,1425.62,5.73,1.03,UTR00000790,2025-03-11,2025-03-12T13:16:58Z,PROCESSED,
SET-0791,PAY-0791,1657.05,12.0,2.16,UTR00000791,2025-03-11,2025-03-11T11:39:35Z,PROCESSED,
SET-0792,PAY-0792,5932.64,121.52,21.87,UTR00000792,2025-03-11,2025-03-12T13:20:01Z,PROCESSED,
SET-0793,PAY-0793,212.6,5.98,1.08,UTR00000793,2025-03-11,2025-03-11T13:29:39Z,PROCESSED,
SET-0794,PAY-0794,3518.61,14.14,2.55,UTR00000794,2025-03-11,2025-03-12T19:52:32Z,PROCESSED,
SET-0795,PAY-0795,1060.49,21.72,3.91,UTR00000795,2025-03-11,2025-03-12T17:10:52Z,PROCESSED,
SET-0796,PAY-0796,1795.21,59.19,10.65,UTR00000796,2025-03-12,2025-03-13T00:28:23Z,PROCESSED,
SET-0797,PAY-0797,396.41,1.59,0.29,UTR00000797,2025-03-12,2025-03-12T00:31:50Z,PROCESSED,
SET-0798,PAY-0798,410.05,12.0,2.16,UTR00000798,2025-03-11,2025-03-11T23:08:54Z,PROCESSED,
SET-0799,PAY-0799,6878.87,140.9,25.36,UTR00000799,2025-03-12,2025-03-13T05:29:35Z,PROCESSED,
SET-0800,PAY-0800,895.29,18.34,3.3,UTR00000800,2025-03-12,2025-03-12T07:29:55Z,PROCESSED,
SET-0801,PAY-0801,2540.14,10.21,1.84,UTR00000801,2025-03-12,2025-03-12T07:03:46Z,PROCESSED,
SET-0802,PAY-0802,5564.8,35.08,6.31,UTR00000802,2025-03-12,2025-03-12T08:37:37Z,PROCESSED,
SET-0803,PAY-0803,11700.71,239.67,43.14,UTR00000803,2025-03-12,2025-03-13T11:49:07Z,PROCESSED,
SET-0804,PAY-0804,635.49,13.02,2.34,UTR00000804,2025-03-12,2025-03-12T10:11:22Z,PROCESSED,
SET-0805,PAY-0805,996.07,4.0,0.72,UTR00000805,2025-03-12,2025-03-12T12:24:33Z,PROCESSED,
SET-0806,PAY-0806,2503.39,51.28,9.23,UTR00000806,2025-03-12,2025-03-12T15:48:41Z,PROCESSED,
SET-0808,PAY-0808,297.58,1.2,0.22,UTR00000808,2025-03-12,2025-03-13T22:05:53Z,PROCESSED,
SET-0809,PAY-0809,786.82,16.12,2.9,UTR00000809,2025-03-12,2025-03-12T20:06:07Z,PROCESSED,
SET-0810,PAY-0810,5085.9,12.0,2.16,UTR00000810,2025-03-12,2025-03-12T21:32:00Z,PROCESSED,
SET-0811,PAY-0811,284.84,12.0,2.16,UTR00000811,2025-03-12,2025-03-12T23:46:13Z,PROCESSED,
SET-0813,PAY-0813,380.83,7.8,1.4,UTR00000813,2025-03-13,2025-03-13T04:00:11Z,PROCESSED,
SET-0814,PAY-0814,4723.78,12.0,2.16,UTR00000814,2025-03-13,2025-03-13T07:54:26Z,PROCESSED,
SET-0815,PAY-0815,933.74,4.02,0.72,UTR00000815,2025-03-13,2025-03-13T05:37:20Z,PROCESSED,
SET-0816,PAY-0816,469.77,14.53,2.62,UTR00000816,2025-03-13,2025-03-14T08:02:46Z,PROCESSED,
SET-0817,PAY-0817,284.84,12.0,2.16,UTR00000817,2025-03-13,2025-03-13T10:03:26Z,PROCESSED,
SET-0818,PAY-0818,5687.12,116.49,20.97,UTR00000818,2025-03-13,2025-03-14T12:41:14Z,PROCESSED,
SET-0819,PAY-0819,4522.53,92.64,16.68,UTR00000819,2025-03-13,2025-03-14T15:58:00Z,PROCESSED,
SET-0820,PAY-0820,1105.14,22.64,4.08,UTR00000820,2025-03-13,2025-03-13T20:41:41Z,PROCESSED,
SET-0820-2,PAY-0820-2,736.77,15.09,2.72,UTR00000820B,2025-03-13,2025-03-14T20:41:41Z,PROCESSED,
SET-0821,PAY-0821,291.94,5.98,1.08,UTR00000821,2025-03-13,2025-03-14T17:40:01Z,PROCESSED,
SET-0822,PAY-0822,848.78,17.39,3.13,UTR00000822,2025-03-14,2025-03-14T00:36:14Z,PROCESSED,
SET-0823,PAY-0823,417.76,8.56,1.54,UTR00000823,2025-03-13,2025-03-14T22:01:09Z,PROCESSED,
SET-0824,PAY-0824,1954.08,7.85,1.41,UTR00000824,2025-03-13,2025-03-14T22:33:15Z,PROCESSED,
SET-0825,PAY-0825,23576.57,1057.5,190.35,UTR00000825,2025-03-14,2025-03-14T03:38:38Z,PROCESSED,
SET-0827,PAY-0827,2933.36,60.09,10.82,UTR00000827,2025-03-14,2025-03-14T06:40:31Z,PROCESSED,
SET-0828,PAY-0828,1660.5,6.67,1.2,UTR00000828,2025-03-14,2025-03-15T10:30:01Z,PROCESSED,
SET-0829,PAY-0829,569.39,2.29,0.41,UTR00000829,2025-03-14,2025-03-15T11:42:01Z,PROCESSED,
SET-0830,PAY-0830,1640.87,33.61,6.05,UTR00000830,2025-03-14,2025-03-15T13:08:30Z,PROCESSED,
SET-0831,PAY-0831,1210.56,24.8,4.46,UTR00000831,2025-03-14,2025-03-14T11:49:18Z,PROCESSED,
SET-0832,PAY-0832,1261.7,25.84,4.65,UTR00000832,2025-03-14,2025-03-14T15:02:08Z,PROCESSED,
SET-0833,PAY-0833,853.84,17.49,3.15,UTR00000833,2025-03-14,2025-03-15T22:37:55Z,PROCESSED,
SET-0834,PAY-0834,3031.27,16.67,3.0,UTR00000834,2025-03-14,2025-03-15T20:46:23Z,PROCESSED,
SET-0835,PAY-0835,5938.05,161.21,29.02,UTR00000835,2025-03-14,2025-03-15T22:23:30Z,PROCESSED,
SET-0836,PAY-0836,1228.81,25.17,4.53,UTR00000836,2025-03-15,2025-03-16T03:45:05Z,PROCESSED,
SET-0837,PAY-0837,784.03,3.41,0.61,UTR00000837,2025-03-15,2025-03-15T03:57:32Z,PROCESSED,
SET-0838,PAY-0838,2861.26,11.5,2.07,UTR00000838,2025-03-15,2025-03-15T06:52:15Z,PROCESSED,
SET-0839,PAY-0839,4478.31,18.0,3.24,UTR00000839,2025-03-15,2025-03-16T02:36:58Z,PROCESSED,
SET-0840,PAY-0840,786.73,3.43,0.62,UTR00000840,2025-03-15,2025-03-16T12:08:03Z,PROCESSED,
SET-0841,PAY-0841,447.45,1.8,0.32,UTR00000841,2025-03-15,2025-03-15T13:12:10Z,PROCESSED,
SET-0842,PAY-0842,1356.3,5.45,0.98,UTR00000842,2025-03-15,2025-03-15T13:22:19Z,PROCESSED,
SET-0843,PAY-0843,778.6,18.82,3.39,UTR00000843,2025-03-15,2025-03-16T13:29:32Z,PROCESSED,
SET-0845,PAY-0845,1420.33,5.71,1.03,UTR00000845,2025-03-15,2025-03-16T13:52:45Z,PROCESSED,
SET-0846,PAY-0846,2171.75,44.48,8.01,UTR00000846,2025-03-15,2025-03-16T18:55:31Z,PROCESSED,
SET-0847,PAY-0847,2505.61,10.07,1.81,UTR00000847,2025-03-15,2025-03-16T20:20:21Z,PROCESSED,
SET-0848,PAY-0848,1503.51,6.04,1.09,UTR00000848,2025-03-16,2025-03-16T02:22:39Z,PROCESSED,
SET-0849,PAY-0849,12237.77,66.89,12.04,UTR00000849,2025-03-16,2025-03-17T00:58:01Z,PROCESSED,
SET-0850,PAY-0850,404.33,8.28,1.49,UTR00000850,2025-03-16,2025-03-17T07:05:00Z,PROCESSED,
SET-0851,PAY-0851,507.53,2.04,0.37,UTR00000851,2025-03-16,2025-03-16T08:49:12Z,PROCESSED,
SET-0852,PAY-0852,1578.06,30.67,5.52,UTR00000852,2025-03-16,2025-03-16T06:55:30Z,PROCESSED,
SET-0853,PAY-0853,241.99,4.96,0.89,UTR00000853,2025-03-16,2025-03-16T09:54:28Z,PROCESSED,
SET-0853-2,PAY-0853-2,161.33,3.3,0.59,UTR00000853B,2025-03-16,2025-03-17T09:54:28Z,PROCESSED,
SET-0854,PAY-0854,828.0,3.33,0.6,UTR00000854,2025-03-16,2025-03-16T13:42:38Z,PROCESSED,
SET-0855,PAY-0855,1875.36,38.41,6.91,UTR00000855,2025-03-16,2025-03-16T15:29:29Z,PROCESSED,
SET-0856,PAY-0856,700.08,12.0,2.16,UTR00000856,2025-03-16,2025-03-17T15:40:24Z,PROCESSED,
SET-0857,PAY-0857,982.48,4.22,0.76,UTR00000857,2025-03-16,2025-03-17T19:52:52Z,PROCESSED,
SET-0858,PAY-0858,1613.37,33.05,5.95,UTR00000858,2025-03-16,2025-03-17T19:59:21Z,PROCESSED,
SET-0859,PAY-0859,794.92,3.19,0.57,UTR00000859,2025-03-16,2025-03-17T18:24:13Z,PROCESSED,
SET-0860,PAY-0860,4643.58,18.66,3.36,UTR00000860,2025-03-16,2025-03-16T22:44:17Z,PROCESSED,
SET-0861,PAY-0861,844.89,6.67,1.2,UTR00000861,2025-03-16,2025-03-16T22:11:21Z,PROCESSED,
SET-0862,PAY-0862,1499.91,36.25,6.52,UTR00000862,2025-03-17,2025-03-18T00:34:27Z,PROCESSED,
SET-0863,PAY-0863,297.58,1.2,0.22,UTR00000863,2025-03-17,2025-03-17T03:57:17Z,PROCESSED,
SET-0864,PAY-0864,2248.2,9.04,1.63,UTR00000864,2025-03-17,2025-03-18T06:18:22Z,PROCESSED,
SET-0865,PAY-0865,1144.79,23.45,4.22,UTR00000865,2025-03-17,2025-03-18T04:02:52Z,PROCESSED,
SET-0866,PAY-0866,2265.98,9.11,1.64,UTR00000866,2025-03-17,2025-03-17T09:13:16Z,PROCESSED,
SET-0867,PAY-0867,5567.86,114.05,20.53,UTR00000867,2025-03-17,2025-03-17T10:38:20Z,PROCESSED,
SET-0868,PAY-0868,1522.13,6.12,1.1,UTR00000868,2025-03-17,2025-03-17T15:33:55Z,PROCESSED,
SET-0869,PAY-0869,1066.21,12.0,2.16,UTR00000869,2025-03-17,2025-03-17T17:33:25Z,PROCESSED,
SET-0870,PAY-0870,335.86,6.88,1.24,UTR00000870,2025-03-17,2025-03-17T20:32:16Z,PROCESSED,
SET-0871,PAY-0871,8605.51,176.27,31.73,UTR00000871,2025-03-17,2025-03-17T18:51:04Z,PROCESSED,
SET-0872,PAY-0872,170.43,5.98,1.08,UTR00000872,2025-03-17,2025-03-18T23:39:37Z,PROCESSED,
SET-0873,PAY-0873,2372.66,14.63,2.63,UTR00000873,2025-03-17,2025-03-18T20:28:09Z,PROCESSED,
SET-0874,PAY-0874,291.94,5.98,1.08,UTR00000874,2025-03-18,2025-03-18T04:30:54Z,PROCESSED,
SET-0875,PAY-0875,1842.58,7.41,1.33,UTR00000875,2025-03-18,2025-03-19T03:01:00Z,PROCESSED,
SET-0876,PAY-0876,478.44,2.72,0.49,UTR00000876,2025-03-18,2025-03-19T01:49:20Z,PROCESSED,
SET-0877,PAY-0877,597.67,16.82,3.03,UTR00000877,2025-03-18,2025-03-19T08:13:20Z,PROCESSED,
SET-0878,PAY-0878,787.28,16.13,2.9,UTR00000878,2025-03-18,2025-03-19T09:19:05Z,PROCESSED,
SET-0879,PAY-0879,291.94,5.98,1.08,UTR00000879,2025-03-18,2025-03-18T06:35:58Z,PROCESSED,
SET-0880,PAY-0880,372.18,7.62,1.37,UTR00000880,2025-03-18,2025-03-19T11:50:19Z,PROCESSED,
SET-0881,PAY-0881,3055.14,12.28,2.21,UTR00000881,2025-03-18,2025-03-19T15:32:15Z,PROCESSED,
SET-0882,PAY-0882,297.58,1.2,0.22,UTR00000882,2025-03-18,2025-03-19T17:11:05Z,PROCESSED,
SET-0883,PAY-0883,1108.45,22.71,4.09,UTR00000883,2025-03-18,2025-03-19T19:58:50Z,PROCESSED,
SET-0883-2,PAY-0883-2,738.96,15.14,2.73,UTR00000883B,2025-03-18,2025-03-19T19:58:50Z,PROCESSED,
SET-0884,PAY-0884,5820.53,122.18,21.99,UTR00000884,2025-03-18,2025-03-19T16:05:25Z,PROCESSED,
SET-0885,PAY-0885,291.94,5.98,1.08,UTR00000885,2025-03-18,2025-03-19T18:30:20Z,PROCESSED,
SET-0886,PAY-0886,40333.31,783.91,141.1,UTR00000886,2025-03-19,2025-03-19T01:29:23Z,PROCESSED,
SET-0887,PAY-0887,422.62,8.66,1.56,UTR00000887,2025-03-19,2025-03-19T01:26:19Z,PROCESSED,
SET-0888,PAY-0888,5173.96,125.06,22.51,UTR00000888,2025-03-19,2025-03-20T00:40:13Z,PROCESSED,
SET-0889,PAY-0889,1109.49,44.29,7.97,UTR00000889,2025-03-19,2025-03-20T09:13:24Z,PROCESSED,
SET-0890,PAY-0890,291.94,5.98,1.08,UTR00000890,2025-03-19,2025-03-20T07:26:00Z,PROCESSED,
SET-0891,PAY-0891,7937.8,31.9,5.74,UTR00000891,2025-03-19,2025-03-19T06:46:58Z,PROCESSED,
SET-0892,PAY-0892,1995.08,40.87,7.36,UTR00000892,2025-03-19,2025-03-19T07:29:04Z,PROCESSED,
SET-0893,PAY-0893,1247.45,26.12,4.7,UTR00000893,2025-03-19,2025-03-20T11:17:33Z,PROCESSED,
SET-0894,PAY-0894,297.58,1.2,0.22,UTR00000894,2025-03-19,2025-03-19T14:16:24Z,PROCESSED,
SET-0895,PAY-0895,1419.17,27.58,4.96,UTR00000895,2025-03-19,2025-03-19T15:42:00Z,PROCESSED,
SET-0896,PAY-0896,579.72,2.33,0.42,UTR00000896,2025-03-19,2025-03-19T16:32:42Z,PROCESSED,
SET-0897,PAY-0897,3308.38,13.3,2.39,UTR00000897,2025-03-19,2025-03-19T20:39:18Z,PROCESSED,
SET-0898,PAY-0898,546.91,16.81,3.03,UTR00000898,2025-03-19,2025-03-20T21:23:21Z,PROCESSED,
SET-0899,PAY-0899,297.58,1.2,0.22,UTR00000899,2025-03-19,2025-03-19T23:23:03Z,PROCESSED,
SET-0900,PAY-0900,4278.45,17.19,3.09,UTR00000900,2025-03-20,2025-03-21T05:08:19Z,PROCESSED,
SET-0901,PAY-0901,1616.3,39.07,7.03,UTR00000901,2025-03-20,2025-03-20T03:33:32Z,PROCESSED,
SET-0902,PAY-0902,825.96,3.34,0.6,UTR00000902,2025-03-20,2025-03-20T04:32:18Z,PROCESSED,
SET-0903,PAY-0903,291.94,5.98,1.08,UTR00000903,2025-03-20,2025-03-20T10:44:55Z,PROCESSED,
SET-0904,PAY-0904,1799.92,36.87,6.64,UTR00000904,2025-03-20,2025-03-20T13:22:26Z,PROCESSED,
SET-0905,PAY-0905,1873.62,38.38,6.91,UTR00000905,2025-03-20,2025-03-21T11:32:11Z,PROCESSED,
SET-0906,PAY-0906,1367.49,7.75,1.4,UTR00000906,2025-03-20,2025-03-20T11:53:37Z,PROCESSED,
SET-0907,PAY-0907,1423.3,29.15,5.25,UTR00000907,2025-03-20,2025-03-21T19:05:41Z,PROCESSED,
SET-0908,PAY-0908,291.94,5.98,1.08,UTR00000908,2025-03-20,2025-03-20T14:08:19Z,PROCESSED,
SET-0909,PAY-0909,284.84,12.0,2.16,UTR00000909,2025-03-20,2025-03-21T19:34:19Z,PROCESSED,
SET-0910,PAY-0910,530.58,10.87,1.96,UTR00000910,2025-03-20,2025-03-20T17:21:56Z,PROCESSED,
SET-0911,PAY-0911,10081.79,206.51,37.17,UTR00000911,2025-03-21,2025-03-22T01:54:17Z,PROCESSED,
SET-0912,PAY-0912,355.74,7.29,1.31,UTR00000912,2025-03-21,2025-03-22T01:53:40Z,PROCESSED,
SET-0914,PAY-0914,569.75,11.67,2.1,UTR00000914,2025-03-21,2025-03-21T03:57:57Z,PROCESSED,
SET-0915,PAY-0915,12257.41,251.07,45.19,UTR00000915,2025-03-21,2025-03-21T04:43:10Z,PROCESSED,
SET-0916,PAY-0916,1152.76,23.61,4.25,UTR00000916,2025-03-21,2025-03-21T10:29:38Z,PROCESSED,
SET-0917,PAY-0917,2021.39,8.12,1.46,UTR00000917,2025-03-21,2025-03-22T07:05:56Z,PROCESSED,
