bank_txn_id,utr,amount,value_date,direction,counterparty,description,source
BNK-0852,UTR00000852,1578.06,2025-03-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0853,UTR00000853,241.99,2025-03-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0853-2,UTR00000853B,161.33,2025-03-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0854,UTR00000854,828.0,2025-03-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0855,UTR00000855,1875.36,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0856,UTR00000856,700.08,2025-03-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0857,UTR00000857,982.48,2025-03-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0858,UTR00000858,1613.37,2025-03-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0859,UTR00000859,794.92,2025-03-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0860,UTR00000860,4643.58,2025-03-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0861,UTR00000861,844.89,2025-03-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0862,UTR00000862,1499.91,2025-03-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0863,UTR00000863,297.58,2025-03-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0864,UTR00000864,2248.2,2025-03-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0865,UTR00000865,1144.79,2025-03-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0866,UTR00000866,2265.98,2025-03-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0867,UTR00000867,5567.86,2025-03-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0868,UTR00000868,1522.13,2025-03-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0869,UTR00000869,1066.21,2025-03-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0870,UTR00000870,335.86,2025-03-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0871,UTR00000871,8605.51,2025-03-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0872,UTR00000872,170.43,2025-03-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0873,UTR00000873,2372.66,2025-03-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0874,UTR00000874,291.94,2025-03-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0875,UTR00000875,1842.58,2025-03-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0876,UTR00000876,478.44,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0877,UTR00000877,597.67,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0878,UTR00000878,787.28,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0879,UTR00000879,291.94,2025-03-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0880,UTR00000880,372.18,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0881,UTR00000881,3055.14,2025-03-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0882,UTR00000882,297.58,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0883,UTR00000883,1108.45,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0883-2,UTR00000883B,738.96,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0884,UTR00000884,5820.53,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0885,UTR00000885,291.94,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0886,UTR00000886,40333.31,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0887,UTR00000887,422.62,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0888,UTR00000888,5173.96,2025-03-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0889,UTR00000889,1109.49,2025-03-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0890,UTR00000890,291.94,2025-03-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0891,UTR00000891,7937.8,2025-03-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0892,UTR00000892,1995.08,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0893,UTR00000893,1247.45,2025-03-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0894,UTR00000894,297.58,2025-03-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0895,UTR00000895,1419.17,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0896,UTR00000896,579.72,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0897,UTR00000897,3308.38,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0898,UTR00000898,546.91,2025-03-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0899,UTR00000899,297.58,2025-03-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0900,UTR00000900,4278.45,2025-03-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0901,UTR00000901,1616.3,2025-03-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0902,UTR00000902,825.96,2025-03-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0903,UTR00000903,291.94,2025-03-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0904,UTR00000904,1799.92,2025-03-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0905,UTR00000905,1873.62,2025-03-22,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0906,UTR00000906,1367.49,2025-03-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0907,UTR00000907,1423.3,2025-03-22,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0908,UTR00000908,291.94,2025-03-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0909,UTR00000909,284.84,2025-03-22,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0910,UTR00000910,530.58,2025-03-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0911,UTR00000911,10081.79,2025-03-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0912,UTR00000912,355.74,2025-03-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0914,UTR00000914,569.75,2025-03-22,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0915,UTR00000915,12257.41,2025-03-22,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0916,UTR00000916,1152.76,2025-03-22,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0917,UTR00000917,2021.39,2025-03-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0919,UTR00000919,1101.62,2025-03-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0920,UTR00000920,473.02,2025-03-22,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0921,UTR00000921,178.55,2025-03-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0921-2,UTR00000921B,119.03,2025-03-22,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0922,UTR00000922,900.01,2025-03-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0923,UTR00000923,711.55,2025-03-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0923-2,UTR00000923B,474.36,2025-03-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0924,UTR00000924,2786.92,2025-03-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0925,UTR00000925,1760.8,2025-03-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0926,UTR00000926,882.18,2025-03-22,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0927,UTR00000927,847.15,2025-03-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0929,UTR00000929,222.77,2025-03-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0930,UTR00000930,981.57,2025-03-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0931,UTR00000931,4536.71,2025-03-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0932,UTR00000932,1149.61,2025-03-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0933,UTR00000933,2541.34,2025-03-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0934,UTR00000934,481.8,2025-03-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0936,UTR00000936,2508.55,2025-03-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0937,UTR00000937,978.03,2025-03-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0938,UTR00000938,882.91,2025-03-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0939,UTR00000939,189.5,2025-03-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0940,UTR00000940,1484.51,2025-03-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0941,UTR00000941,3403.13,2025-03-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0942,UTR00000942,1589.43,2025-03-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0943,UTR00000943,4855.32,2025-03-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0944,UTR00000944,1919.05,2025-03-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0945,UTR00000945,1444.25,2025-03-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0946,UTR00000946,1006.38,2025-03-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0947,UTR00000947,642.96,2025-03-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0948,UTR00000948,10419.49,2025-03-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0949,UTR00000949,4550.88,2025-03-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0950,UTR00000950,904.38,2025-03-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0951,UTR00000951,2177.41,2025-03-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0953,UTR00000953,406.41,2025-03-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0954,UTR00000954,1186.97,2025-03-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0955,UTR00000955,4800.68,2025-03-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0956,UTR00000956,733.3,2025-03-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0957,UTR00000957,1145.96,2025-03-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0958,UTR00000958,506.52,2025-03-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0959,UTR00000959,919.24,2025-03-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0960,UTR00000960,490.6,2025-03-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0961,UTR00000961,1385.49,2025-03-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0962,UTR00000962,7824.7,2025-03-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0963,UTR00000963,202.29,2025-03-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0964,UTR00000964,642.48,2025-03-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0965,UTR00000965,1170.21,2025-03-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0966,UTR00000966,6940.74,2025-03-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0967,UTR00000967,1024.71,2025-03-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0968,UTR00000968,7992.31,2025-03-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0969,UTR00000969,297.58,2025-03-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0970,UTR00000970,499.94,2025-03-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0972,UTR00000972,1216.77,2025-03-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0973,UTR00000973,736.36,2025-03-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0974,UTR00000974,3401.24,2025-03-30,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0975,UTR00000975,779.75,2025-03-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0976,UTR00000976,2320.12,2025-03-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0977,UTR00000977,2171.85,2025-03-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0978,UTR00000978,1150.28,2025-03-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0979,UTR00000979,299.32,2025-03-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0980,UTR00000980,5013.61,2025-03-31,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0981,UTR00000981,508.33,2025-03-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0983,UTR00000983,437.33,2025-03-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0984,UTR00000984,14474.64,2025-03-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0985,UTR00000985,1406.45,2025-03-27,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0986,UTR00000986,1496.79,2025-03-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0988,UTR00000988,327.25,2025-03-29,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0989,UTR00000989,540.05,2025-03-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0990,UTR00000990,1337.2,2025-04-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0991,UTR00000991,1329.8,2025-03-29,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0992,UTR00000992,1757.67,2025-03-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0994,UTR00000994,291.94,2025-03-31,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0995,UTR00000995,1509.64,2025-03-29,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0996,UTR00000996,1130.1,2025-03-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0997,UTR00000997,292.3,2025-03-28,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0998,UTR00000998,6282.96,2025-03-29,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0999,UTR00000999,248.99,2025-03-29,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-1000,UTR00001000,465.75,2025-03-30,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-9001,UTR009001,9514.00,2025-04-05,CREDIT,RAZORPAY SOFTWARE PVT LTD,settlement order_hero_9001,BANK
