evidence_id,case_id,recon_result_id,evidence_kind,source_system,source_reference,description,payload_sha256,collected_at
EVID-00301,CASE-0088,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00302,CASE-0088,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000580axkkkkkkkkk,raw gateway payload for payment pay_000580axkkkkkkkkk,7f793cf643620b1d294a947745b6b3930864ea4810144073ef8139deaf3457c1,2025-04-05T00:00:00Z
EVID-00303,CASE-0089,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00091,FEE_DISCREPANCY detected 57.34 by FR-FEE-EXCESS-001,bd74acb042d078fca877919545e6c9f12f47753374ad21295cdb2c4f1df76d2e,2025-04-05T00:00:00Z
EVID-00304,CASE-0089,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00305,CASE-0089,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000585axkkkk,raw gateway payload for payment pay_000585axkkkk,e2e0fd2e3e4d09258f16cdfd8b59835d8a3e6b5626c81143760e1fc49f680bc4,2025-04-05T00:00:00Z
EVID-00306,CASE-0089,,RATE_CARD,CFG,cfg.rate_cards:RC-CARD-2025,applicable rate card RC-CARD-2025,1bcea65058a6759a002a5283d9a4c2181d179ea3ee659aa3cd2f3d22a2c2cb3e,2025-04-05T00:00:00Z
EVID-00307,CASE-0090,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00092,SETTLEMENT_MISMATCH detected 42.8 by FR-SETTLE-CALC-001,a97899e8a03718a5ba0bfd82c4271acf3ad649d6a1a8234e4df0f314a6674e7d,2025-04-05T00:00:00Z
EVID-00308,CASE-0090,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00309,CASE-0090,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000590axkkkkkkkkkk,raw gateway payload for payment pay_000590axkkkkkkkkkk,85ad63045f9409f4fa22cdf6e9dc11b11fc6cf0d78757cbfc96b951261bb0a2a,2025-04-05T00:00:00Z
EVID-00310,CASE-0091,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00093,SETTLEMENT_MISMATCH detected 5755.61 by FR-SETTLE-TIMING-001,1bd5145a377df9474586f5c1de3449444f670447c9f09c12fbaa0d3e3e88fdad,2025-04-05T00:00:00Z
EVID-00311,CASE-0091,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00312,CASE-0091,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000603axkkkkkkkkk,raw gateway payload for payment pay_000603axkkkkkkkkk,778b8933ea938271f06bb50d977966dcd0510d5a288a982f18bd7abe88219c14,2025-04-05T00:00:00Z
EVID-00313,CASE-0092,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00094,SETTLEMENT_MISMATCH detected 822.81 by FR-SETTLE-TIMING-001,53eac29722bee679367331c12fcc464f9661beb02fa0eec047098be5ee2dbef2,2025-04-05T00:00:00Z
EVID-00314,CASE-0092,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00315,CASE-0092,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000614axkkkk,raw gateway payload for payment pay_000614axkkkk,ad94d3275acdcacd662b3e489cbc360a11bf4f1d214733f81a76ac6b31fe5e80,2025-04-05T00:00:00Z
EVID-00316,CASE-0093,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00095,SETTLEMENT_MISMATCH detected 876.8 by FR-SETTLE-TIMING-001,c2f82ae7f0148e55e663d24b5573f6512cdb6ee2213fc4a41c2fb6ad590c458b,2025-04-05T00:00:00Z
EVID-00317,CASE-0093,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00318,CASE-0093,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000623axkkkkkkkk,raw gateway payload for payment pay_000623axkkkkkkkk,36dae22c4178ab0e17eb85f74f5cb18c29882e963af2b6af02d3a02c8b4def1d,2025-04-05T00:00:00Z
EVID-00319,CASE-0094,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00096,FEE_DISCREPANCY detected 1.58 by FR-FEE-EXCESS-001,05d0a2a1e49d14fecd49872a51f701aa0a1f5fc0904a0d59c7ae076f4d357c80,2025-04-05T00:00:00Z
EVID-00320,CASE-0094,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00321,CASE-0094,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000627axkkkkkkk,raw gateway payload for payment pay_000627axkkkkkkk,c85d0fb879a90f95ed02cd6674311b9190d8f9af56057416b787206c31fedf42,2025-04-05T00:00:00Z
EVID-00322,CASE-0094,,RATE_CARD,CFG,cfg.rate_cards:RC-UPI-2025,applicable rate card RC-UPI-2025,6c366592a22d55351ed96af92fc67fb55c824bdc45180501b49acb478d3fc036,2025-04-05T00:00:00Z
EVID-00323,CASE-0095,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00097,SETTLEMENT_MISMATCH detected 181.72 by FR-SETTLE-CALC-001,3385b2fde1f127f20a9a8ade5b1ca091fdcb8058bc6e9a3ff0166145ffe3a6c7,2025-04-05T00:00:00Z
EVID-00324,CASE-0095,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00325,CASE-0095,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000628axkkkk,raw gateway payload for payment pay_000628axkkkk,8d6241afe0cddeac34d924b13d7baf520d50e340f482b0a9fdc458425dbe47e2,2025-04-05T00:00:00Z
EVID-00326,CASE-0096,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00098,FEE_DISCREPANCY detected 11.63 by FR-FEE-EXCESS-001,f87debdbd4fa610dcbe5aed74669640c140b0ea9e56874e1d97c7aa0a5891199,2025-04-05T00:00:00Z
EVID-00327,CASE-0096,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00328,CASE-0096,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00099,SETTLEMENT_MISMATCH detected 3.67 by FR-SETTLE-CALC-001,b09c7a5340190a5842dbf52fed3cd9f4266a2d2c019c17f25ee753d61dd125d4,2025-04-05T00:00:00Z
EVID-00329,CASE-0096,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00330,CASE-0096,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000629axkkkk,raw gateway payload for payment pay_000629axkkkk,33c26c80c2cd49e6a634966baac7f764dc7bc48a300d6c7df2ddabe40cfd6ecd,2025-04-05T00:00:00Z
EVID-00331,CASE-0096,,RATE_CARD,CFG,cfg.rate_cards:RC-UPI-2025,applicable rate card RC-UPI-2025,6c366592a22d55351ed96af92fc67fb55c824bdc45180501b49acb478d3fc036,2025-04-05T00:00:00Z
EVID-00332,CASE-0097,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00100,FEE_DISCREPANCY detected 38.85 by FR-FEE-EXCESS-001,1b4294b00e6f507b5b3070195fd5968584bcc6a81558f1e7c211e28437ec82e9,2025-04-05T00:00:00Z
EVID-00333,CASE-0097,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00334,CASE-0097,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000655axkkkkkk,raw gateway payload for payment pay_000655axkkkkkk,541539f52b5d0f1d0d373bc2adac7a0e1d0fc7e8bfa5ac28a86c8c3f3672c820,2025-04-05T00:00:00Z
EVID-00335,CASE-0097,,RATE_CARD,CFG,cfg.rate_cards:RC-WALLET-2025,applicable rate card RC-WALLET-2025,db454a85728a7a4f21a9eca649bc6e418822fb35991d5e73c2f723f512f5ce83,2025-04-05T00:00:00Z
EVID-00336,CASE-0098,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00101,SETTLEMENT_MISMATCH detected 389.35 by FR-SETTLE-TIMING-001,8916b78e6fa2da032de2b79a3273d2338321382c3f0d45992bfaef7d0244c5b1,2025-04-05T00:00:00Z
EVID-00337,CASE-0098,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00338,CASE-0098,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000656axkkkkkk,raw gateway payload for payment pay_000656axkkkkkk,367eed54f0536bc0c87139a087bc8ba705f882c232a85d43d48e39776ac4b288,2025-04-05T00:00:00Z
EVID-00339,CASE-0099,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00102,SETTLEMENT_MISMATCH detected 257.29 by FR-SETTLE-CALC-001,e8b316e50ef2ec306331c925e0313c35065c4d722e1721bffd2a795d76d450ff,2025-04-05T00:00:00Z
EVID-00340,CASE-0099,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00341,CASE-0099,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000663axkkkkk,raw gateway payload for payment pay_000663axkkkkk,9700c6f74127b4c3e30c8cc3562c77e180d50477e1cd3776f6397dec56ec958b,2025-04-05T00:00:00Z
EVID-00342,CASE-0100,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00103,FEE_DISCREPANCY detected 3.32 by FR-FEE-EXCESS-001,30e9c31e5a00db992afe1253d9a543ab457d5fc00c6f7f4e30dea353d5f12abc,2025-04-05T00:00:00Z
EVID-00343,CASE-0100,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00344,CASE-0100,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000667axkkkkkkkkk,raw gateway payload for payment pay_000667axkkkkkkkkk,a99c13b200ab61e80d32d4c0360f3a7363d16a1e61f91d9af51c25e913216f0c,2025-04-05T00:00:00Z
EVID-00345,CASE-0100,,RATE_CARD,CFG,cfg.rate_cards:RC-UPI-2025,applicable rate card RC-UPI-2025,6c366592a22d55351ed96af92fc67fb55c824bdc45180501b49acb478d3fc036,2025-04-05T00:00:00Z
EVID-00346,CASE-0101,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00104,SETTLEMENT_MISMATCH detected 958.15 by FR-SETTLE-TIMING-001,6757926ed81bc7af64fb73ed4aab0373533c218f10471a21fd48659e132f857e,2025-04-05T00:00:00Z
EVID-00347,CASE-0101,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00348,CASE-0101,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000668axkkkkk,raw gateway payload for payment pay_000668axkkkkk,beab28e3c536083773d6781cfb86d5aeb0e5fd506f3426826b71ed454025cca9,2025-04-05T00:00:00Z
EVID-00349,CASE-0102,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00105,REFUND_ECONOMICS detected 28.8 by FR-REFUND-ECON-001,db1c541d1116fd3d7776af80ce7c78db61991a652490f5c9ba872a8619dc3632,2025-04-05T00:00:00Z
EVID-00350,CASE-0102,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-REFUND-ECON-001,rule FR-REFUND-ECON-001 evaluated to LEAKAGE,072d2128cf5c3e963a54ce66aed510d191691f928efa61d5d53195f5ca83dd54,2025-04-05T00:00:00Z
EVID-00351,CASE-0102,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000669axkkkk,raw gateway payload for payment pay_000669axkkkk,c8895977b2cce66f59dc400eda59ed7d757179e41a2cff2c41116cc1410ef183,2025-04-05T00:00:00Z
EVID-00352,CASE-0103,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00106,REFUND_ECONOMICS detected 20.69 by FR-REFUND-ECON-001,cbfeb1916a9929cfc54ed1e92d14d3876e6c331a00df7e3f0acff2f36811d65d,2025-04-05T00:00:00Z
EVID-00353,CASE-0103,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-REFUND-ECON-001,rule FR-REFUND-ECON-001 evaluated to LEAKAGE,072d2128cf5c3e963a54ce66aed510d191691f928efa61d5d53195f5ca83dd54,2025-04-05T00:00:00Z
EVID-00354,CASE-0103,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000680axkkkkkkkk,raw gateway payload for payment pay_000680axkkkkkkkk,c7c5b47b5c99ec9b48470579a696b6c89918f0513cf0ba71172827a8be293c7e,2025-04-05T00:00:00Z
EVID-00355,CASE-0104,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00107,SETTLEMENT_MISMATCH detected 219.92 by FR-SETTLE-CALC-001,826da9c268ae51f16a1441813d9eb8959ff04a2107db9d7dbeaed0f0c4a8b00b,2025-04-05T00:00:00Z
EVID-00356,CASE-0104,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00357,CASE-0104,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000681axkkkkkkkk,raw gateway payload for payment pay_000681axkkkkkkkk,bb0db82cee79f5a596160bda8948ce31828ebf31558f79919e734ac6aeb9403e,2025-04-05T00:00:00Z
EVID-00358,CASE-0105,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00108,REFUND_ECONOMICS detected 13.94 by FR-REFUND-ECON-001,38578e031b04fcde3f3a1249237385a08c73e83bcef6da1032c47a265b1490ed,2025-04-05T00:00:00Z
EVID-00359,CASE-0105,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-REFUND-ECON-001,rule FR-REFUND-ECON-001 evaluated to LEAKAGE,072d2128cf5c3e963a54ce66aed510d191691f928efa61d5d53195f5ca83dd54,2025-04-05T00:00:00Z
EVID-00360,CASE-0105,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000686axkkkkkkkkkk,raw gateway payload for payment pay_000686axkkkkkkkkkk,3e57ae12623ef352a74997a7a9c85bae50043430838cb3883b2c60ada54abb93,2025-04-05T00:00:00Z
EVID-00361,CASE-0106,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00109,SETTLEMENT_MISMATCH detected 284.84 by FR-SETTLE-TIMING-001,e64bff8945f102145dc18115b07f69b79a3e850e851069aabd73b92a1a6061b8,2025-04-05T00:00:00Z
EVID-00362,CASE-0106,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00363,CASE-0106,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000699axkkkkkkkkk,raw gateway payload for payment pay_000699axkkkkkkkkk,f077c1a2ca845769e67654f829d57f42b4836d8e3032162880f5693955361238,2025-04-05T00:00:00Z
EVID-00364,CASE-0107,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00110,SETTLEMENT_MISMATCH detected 675.77 by FR-SETTLE-TIMING-001,91672c63b2b7f4f40500985e85a8ed2971d6e39fdc0601b05478f1b085db0a61,2025-04-05T00:00:00Z
EVID-00365,CASE-0107,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00366,CASE-0107,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000702axkkkkkkk,raw gateway payload for payment pay_000702axkkkkkkk,4722e723cbaf9ea6defaf7e282ee18fd59f5bce3bfcabd255af696a9a6ec203b,2025-04-05T00:00:00Z
EVID-00367,CASE-0108,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00111,SETTLEMENT_MISMATCH detected 1722.34 by FR-SETTLE-TIMING-001,32c8e607093742a2c5aa54c89b8ae179253f082663bf42a758c318654e774a25,2025-04-05T00:00:00Z
EVID-00368,CASE-0108,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-TIMING-001,rule FR-SETTLE-TIMING-001 evaluated to LEAKAGE,b79283de7eb4efad69416f338e689ba8b43387b257b2380aac57faaf97f63c92,2025-04-05T00:00:00Z
EVID-00369,CASE-0108,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000705axkkkkkkkkk,raw gateway payload for payment pay_000705axkkkkkkkkk,a93944e78e9bcdad872cb765d8abdc5fea2317749c9007fa388aff9730912950,2025-04-05T00:00:00Z
EVID-00370,CASE-0109,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00112,FEE_DISCREPANCY detected 2.64 by FR-FEE-EXCESS-001,aa486aa4cb05e9b238d3ddae5b8e67d6c44db5a1f4bb4643310f62e55e590a23,2025-04-05T00:00:00Z
EVID-00371,CASE-0109,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00372,CASE-0109,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000711axkkkkkkkk,raw gateway payload for payment pay_000711axkkkkkkkk,cfc8759ed37ba40f23fcfd565317eb2973a524abc25d8e66b73d5b9768c1ab87,2025-04-05T00:00:00Z
EVID-00373,CASE-0109,,RATE_CARD,CFG,cfg.rate_cards:RC-UPI-2025,applicable rate card RC-UPI-2025,6c366592a22d55351ed96af92fc67fb55c824bdc45180501b49acb478d3fc036,2025-04-05T00:00:00Z
EVID-00374,CASE-0110,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00113,SETTLEMENT_MISMATCH detected 8.86 by FR-SETTLE-CALC-001,dae1d72c8a28bdae7f559d9f34e239302fad348fd1820208ec46ab61eb7cdef9,2025-04-05T00:00:00Z
EVID-00375,CASE-0110,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00376,CASE-0110,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000718axkkkkkkk,raw gateway payload for payment pay_000718axkkkkkkk,ce3ec384cbee2a356dd5a4cd4fdcbbeeb898a48d8d3becc9bc904a6cd9b50b69,2025-04-05T00:00:00Z
EVID-00377,CASE-0111,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00114,FEE_DISCREPANCY detected 8.12 by FR-FEE-EXCESS-001,bdeb77116563d45c36656ae33657c248cdb66fb4ed4020df6bf6364e548558f9,2025-04-05T00:00:00Z
EVID-00378,CASE-0111,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00379,CASE-0111,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000729axkkkkkkkkkk,raw gateway payload for payment pay_000729axkkkkkkkkkk,1fa9a3170fe2f10ce3914d4f13d26d53699c138c9b00eef9c903ba49d280cf8a,2025-04-05T00:00:00Z
EVID-00380,CASE-0111,,RATE_CARD,CFG,cfg.rate_cards:RC-UPI-2025,applicable rate card RC-UPI-2025,6c366592a22d55351ed96af92fc67fb55c824bdc45180501b49acb478d3fc036,2025-04-05T00:00:00Z
EVID-00381,CASE-0112,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00115,FEE_DISCREPANCY detected 13.25 by FR-FEE-EXCESS-001,7a440fed2b6de078f18fff18f0377b14d9697750d61c22ba0211a1ab2bd10604,2025-04-05T00:00:00Z
EVID-00382,CASE-0112,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00383,CASE-0112,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00116,SETTLEMENT_MISMATCH detected 92.42 by FR-SETTLE-CALC-001,b49dfdeaae621ff1bb20bf4471325382739a8110947ee7f5fcd640e477d2b8fb,2025-04-05T00:00:00Z
EVID-00384,CASE-0112,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-SETTLE-CALC-001,rule FR-SETTLE-CALC-001 evaluated to LEAKAGE,92721a1d592e667cfec36d980c4968dd25d2353654d60ceb830b5efa79ba2985,2025-04-05T00:00:00Z
EVID-00385,CASE-0112,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000741axkkkkkk,raw gateway payload for payment pay_000741axkkkkkk,a99710a72d0c6fd784092ad4884999a38d56b33249696eee3612c963235bfcad,2025-04-05T00:00:00Z
EVID-00386,CASE-0113,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00117,REFUND_ECONOMICS detected 8.08 by FR-REFUND-ECON-001,102843ff6a1f9ef21a9c60d905b6026fc1a370f0fdea793a95049263005251de,2025-04-05T00:00:00Z
EVID-00387,CASE-0113,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-REFUND-ECON-001,rule FR-REFUND-ECON-001 evaluated to LEAKAGE,072d2128cf5c3e963a54ce66aed510d191691f928efa61d5d53195f5ca83dd54,2025-04-05T00:00:00Z
EVID-00388,CASE-0113,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000747axkkkkkkkkk,raw gateway payload for payment pay_000747axkkkkkkkkk,4f77860507ae22cd15e4139dcf69d743e0604c2ae23619242a00ddac36ae9fd6,2025-04-05T00:00:00Z
EVID-00389,CASE-0114,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00118,FEE_DISCREPANCY detected 96.07 by FR-FEE-EXCESS-001,21713918957b4793eab83972b59a30e023182117695145d405b4dd1c3107e7de,2025-04-05T00:00:00Z
EVID-00390,CASE-0114,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00391,CASE-0114,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000758axkkkkkkkkk,raw gateway payload for payment pay_000758axkkkkkkkkk,b1c252e1cab3558de808d66e481a238034d5872c57882da35ac69137c3320381,2025-04-05T00:00:00Z
EVID-00392,CASE-0114,,RATE_CARD,CFG,cfg.rate_cards:RC-CARD-2025,applicable rate card RC-CARD-2025,1bcea65058a6759a002a5283d9a4c2181d179ea3ee659aa3cd2f3d22a2c2cb3e,2025-04-05T00:00:00Z
EVID-00393,CASE-0115,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00119,FEE_DISCREPANCY detected 8.32 by FR-FEE-EXCESS-001,9d10b49f15c266201d69aafe6eabb161a4c2b6b81c8d26dee63455aeedc683b7,2025-04-05T00:00:00Z
EVID-00394,CASE-0115,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00395,CASE-0115,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000768axkkkkkkk,raw gateway payload for payment pay_000768axkkkkkkk,6f0203c01c7cf43e20deb1c62cbd3a34f23b6a399c427fcea981ef4501e8e2ae,2025-04-05T00:00:00Z
EVID-00396,CASE-0115,,RATE_CARD,CFG,cfg.rate_cards:RC-NB-2025,applicable rate card RC-NB-2025,319c1843b37a6e78aa4b7e94785936a68fae6f51cbe7c340bdab41d62ea56c00,2025-04-05T00:00:00Z
EVID-00397,CASE-0116,,RECON_RESULT,ENGINE,ops.anomaly_results:anm-00120,FEE_DISCREPANCY detected 41.9 by FR-FEE-EXCESS-001,4a2c143418e4d5915acc83c481c36ae4c2e100b8f595e4a67c18fb611cb3e1d6,2025-04-05T00:00:00Z
EVID-00398,CASE-0116,,RULE_RESULT,ENGINE,cfg.financial_rules:FR-FEE-EXCESS-001,rule FR-FEE-EXCESS-001 evaluated to LEAKAGE,18e4922bc2fbccb34065841df19ecca8ad722ef5520b627395baea588966de17,2025-04-05T00:00:00Z
EVID-00399,CASE-0116,,RAW_PAYLOAD,RAZORPAY,raw.raw_source_records:payments:pay_000772axkkkkkkkkk,raw gateway payload for payment pay_000772axkkkkkkkkk,a2a9e0482b98e3b61dfbcb20f35bb303bb4feeaad24ae5f0aec9695564750a38,2025-04-05T00:00:00Z
EVID-00400,CASE-0116,,RATE_CARD,CFG,cfg.rate_cards:RC-WALLET-2025,applicable rate card RC-WALLET-2025,db454a85728a7a4f21a9eca649bc6e418822fb35991d5e73c2f723f512f5ce83,2025-04-05T00:00:00Z
