action_id,case_id,tool_id,action_type,actor,status,risk_level,input_payload,result_payload,external_ref,idempotency_key,approval_id,amount,executed_at
ACT-0129,CASE-0116,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0116"", ""evidence_ids"": [""EVID-00397"", ""EVID-00398"", ""EVID-00399"", ""EVID-00400""]}","{""draft"": {""draft_id"": ""DRF-CASE-0116"", ""case_id"": ""CASE-0116"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-772 \u2014 \u20b941.9"", ""body"": ""Order ORD-772 (payment PAY-0772) was settled \u20b93114.11 against a contractual expectation of \u20b93149.62 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b941.9. Evidence attached: EVID-00397, EVID-00398, EVID-00399, EVID-00400"", ""amount"": ""41.9""}, ""draft_id"": ""DRF-CASE-0116""}",DRF-CASE-0116,CASE-0116:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0130,CASE-0056,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0056"", ""evidence_ids"": [""EVID-00191"", ""EVID-00192"", ""EVID-00193""]}","{""draft"": {""draft_id"": ""DRF-CASE-0056"", ""case_id"": ""CASE-0056"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-301 \u2014 \u20b941.45"", ""body"": ""Order ORD-301 (payment PAY-0301) was settled \u20b92447.16 against a contractual expectation of \u20b94519.55 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b941.45. Evidence attached: EVID-00191, EVID-00192, EVID-00193"", ""amount"": ""41.45""}, ""draft_id"": ""DRF-CASE-0056""}",DRF-CASE-0056,CASE-0056:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0131,CASE-0056,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0056"", ""evidence_ids"": [""EVID-00191"", ""EVID-00192"", ""EVID-00193""]}","{""dispute_id"": ""DIS-CASE-0056"", ""status"": ""SUBMITTED""}",DIS-CASE-0056,CASE-0056:CREATE_DISPUTE,APR-0063,,2025-04-05T00:00:00Z
ACT-0132,CASE-0146,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0146"", ""evidence_ids"": [""EVID-00499"", ""EVID-00500"", ""EVID-00501"", ""EVID-00502""]}","{""draft"": {""draft_id"": ""DRF-CASE-0146"", ""case_id"": ""CASE-0146"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-980 \u2014 \u20b939.17"", ""body"": ""Order ORD-980 (payment PAY-0980) was settled \u20b95013.61 against a contractual expectation of \u20b95046.81 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b939.17. Evidence attached: EVID-00499, EVID-00500, EVID-00501, EVID-00502"", ""amount"": ""39.17""}, ""draft_id"": ""DRF-CASE-0146""}",DRF-CASE-0146,CASE-0146:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0133,CASE-0097,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0097"", ""evidence_ids"": [""EVID-00332"", ""EVID-00333"", ""EVID-00334"", ""EVID-00335""]}","{""draft"": {""draft_id"": ""DRF-CASE-0097"", ""case_id"": ""CASE-0097"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-655 \u2014 \u20b938.85"", ""body"": ""Order ORD-655 (payment PAY-0655) was settled \u20b93930.75 against a contractual expectation of \u20b93963.68 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b938.85. Evidence attached: EVID-00332, EVID-00333, EVID-00334, EVID-00335"", ""amount"": ""38.85""}, ""draft_id"": ""DRF-CASE-0097""}",DRF-CASE-0097,CASE-0097:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0134,CASE-0127,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0127"", ""evidence_ids"": [""EVID-00436"", ""EVID-00437"", ""EVID-00438""]}","{""draft"": {""draft_id"": ""DRF-CASE-0127"", ""case_id"": ""CASE-0127"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-835 \u2014 \u20b938.64"", ""body"": ""Order ORD-835 (payment PAY-0835) was settled \u20b95938.05 against a contractual expectation of \u20b97870.26 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b938.64. Evidence attached: EVID-00436, EVID-00437, EVID-00438"", ""amount"": ""38.64""}, ""draft_id"": ""DRF-CASE-0127""}",DRF-CASE-0127,CASE-0127:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0135,CASE-0127,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0127"", ""evidence_ids"": [""EVID-00436"", ""EVID-00437"", ""EVID-00438""]}","{""dispute_id"": ""DIS-CASE-0127"", ""status"": ""SUBMITTED""}",DIS-CASE-0127,CASE-0127:CREATE_DISPUTE,APR-0064,,2025-04-05T00:00:00Z
ACT-0136,CASE-0080,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0080"", ""evidence_ids"": [""EVID-00274"", ""EVID-00275"", ""EVID-00276"", ""EVID-00277""]}","{""draft"": {""draft_id"": ""DRF-CASE-0080"", ""case_id"": ""CASE-0080"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-476 \u2014 \u20b937.93"", ""body"": ""Order ORD-476 (payment PAY-0476) was settled \u20b91615.98 against a contractual expectation of \u20b91653.91 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b937.93. Evidence attached: EVID-00274, EVID-00275, EVID-00276, EVID-00277"", ""amount"": ""37.93""}, ""draft_id"": ""DRF-CASE-0080""}",DRF-CASE-0080,CASE-0080:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0137,CASE-0019,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0019"", ""evidence_ids"": [""EVID-00064"", ""EVID-00065"", ""EVID-00066""]}","{""draft"": {""draft_id"": ""DRF-CASE-0019"", ""case_id"": ""CASE-0019"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-76 \u2014 \u20b936.8"", ""body"": ""Order ORD-76 (payment PAY-0076) was settled \u20b9585.3 against a contractual expectation of \u20b9622.1 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b936.8. Evidence attached: EVID-00064, EVID-00065, EVID-00066"", ""amount"": ""36.8""}, ""draft_id"": ""DRF-CASE-0019""}",DRF-CASE-0019,CASE-0019:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0138,CASE-0019,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0019"", ""evidence_ids"": [""EVID-00064"", ""EVID-00065"", ""EVID-00066""]}","{""dispute_id"": ""DIS-CASE-0019"", ""status"": ""SUBMITTED""}",DIS-CASE-0019,CASE-0019:CREATE_DISPUTE,APR-0065,,2025-04-05T00:00:00Z
ACT-0139,CASE-0060,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0060"", ""evidence_ids"": [""EVID-00205"", ""EVID-00206"", ""EVID-00207""]}","{""draft"": {""draft_id"": ""DRF-CASE-0060"", ""case_id"": ""CASE-0060"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-345 \u2014 \u20b935.42"", ""body"": ""Order ORD-345 (payment PAY-0345) was settled \u20b92046.33 against a contractual expectation of \u20b92081.75 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b935.42. Evidence attached: EVID-00205, EVID-00206, EVID-00207"", ""amount"": ""35.42""}, ""draft_id"": ""DRF-CASE-0060""}",DRF-CASE-0060,CASE-0060:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0140,CASE-0060,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0060"", ""evidence_ids"": [""EVID-00205"", ""EVID-00206"", ""EVID-00207""]}","{""dispute_id"": ""DIS-CASE-0060"", ""status"": ""SUBMITTED""}",DIS-CASE-0060,CASE-0060:CREATE_DISPUTE,APR-0066,,2025-04-05T00:00:00Z
ACT-0141,CASE-0037,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0037"", ""evidence_ids"": [""EVID-00127"", ""EVID-00128"", ""EVID-00129""]}","{""draft"": {""draft_id"": ""DRF-CASE-0037"", ""case_id"": ""CASE-0037"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-176 \u2014 \u20b933.66"", ""body"": ""Order ORD-176 (payment PAY-0176) was settled \u20b91742.84 against a contractual expectation of \u20b93425.6 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b933.66. Evidence attached: EVID-00127, EVID-00128, EVID-00129"", ""amount"": ""33.66""}, ""draft_id"": ""DRF-CASE-0037""}",DRF-CASE-0037,CASE-0037:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0142,CASE-0037,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0037"", ""evidence_ids"": [""EVID-00127"", ""EVID-00128"", ""EVID-00129""]}","{""dispute_id"": ""DIS-CASE-0037"", ""status"": ""SUBMITTED""}",DIS-CASE-0037,CASE-0037:CREATE_DISPUTE,APR-0067,,2025-04-05T00:00:00Z
ACT-0143,CASE-0102,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0102"", ""evidence_ids"": [""EVID-00349"", ""EVID-00350"", ""EVID-00351""]}","{""draft"": {""draft_id"": ""DRF-CASE-0102"", ""case_id"": ""CASE-0102"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-669 \u2014 \u20b928.8"", ""body"": ""Order ORD-669 (payment PAY-0669) was settled \u20b93853.1 against a contractual expectation of \u20b95293.29 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b928.8. Evidence attached: EVID-00349, EVID-00350, EVID-00351"", ""amount"": ""28.8""}, ""draft_id"": ""DRF-CASE-0102""}",DRF-CASE-0102,CASE-0102:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0144,CASE-0102,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0102"", ""evidence_ids"": [""EVID-00349"", ""EVID-00350"", ""EVID-00351""]}","{""dispute_id"": ""DIS-CASE-0102"", ""status"": ""SUBMITTED""}",DIS-CASE-0102,CASE-0102:CREATE_DISPUTE,APR-0068,,2025-04-05T00:00:00Z
ACT-0145,CASE-0137,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0137"", ""evidence_ids"": [""EVID-00469"", ""EVID-00470"", ""EVID-00471""]}","{""draft"": {""draft_id"": ""DRF-CASE-0137"", ""case_id"": ""CASE-0137"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-893 \u2014 \u20b927.51"", ""body"": ""Order ORD-893 (payment PAY-0893) was settled \u20b91247.45 against a contractual expectation of \u20b91274.96 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b927.51. Evidence attached: EVID-00469, EVID-00470, EVID-00471"", ""amount"": ""27.51""}, ""draft_id"": ""DRF-CASE-0137""}",DRF-CASE-0137,CASE-0137:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0146,CASE-0137,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0137"", ""evidence_ids"": [""EVID-00469"", ""EVID-00470"", ""EVID-00471""]}","{""dispute_id"": ""DIS-CASE-0137"", ""status"": ""SUBMITTED""}",DIS-CASE-0137,CASE-0137:CREATE_DISPUTE,APR-0069,,2025-04-05T00:00:00Z
ACT-0147,CASE-0120,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0120"", ""evidence_ids"": [""EVID-00411"", ""EVID-00412"", ""EVID-00413"", ""EVID-00414""]}","{""draft"": {""draft_id"": ""DRF-CASE-0120"", ""case_id"": ""CASE-0120"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-796 \u2014 \u20b925.92"", ""body"": ""Order ORD-796 (payment PAY-0796) was settled \u20b91795.21 against a contractual expectation of \u20b91817.18 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b925.92. Evidence attached: EVID-00411, EVID-00412, EVID-00413, EVID-00414"", ""amount"": ""25.92""}, ""draft_id"": ""DRF-CASE-0120""}",DRF-CASE-0120,CASE-0120:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0148,CASE-0031,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0031"", ""evidence_ids"": [""EVID-00105"", ""EVID-00106"", ""EVID-00107"", ""EVID-00108""]}","{""draft"": {""draft_id"": ""DRF-CASE-0031"", ""case_id"": ""CASE-0031"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-143 \u2014 \u20b925.74"", ""body"": ""Order ORD-143 (payment PAY-0143) was settled \u20b91994.47 against a contractual expectation of \u20b92016.28 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b925.74. Evidence attached: EVID-00105, EVID-00106, EVID-00107, EVID-00108"", ""amount"": ""25.74""}, ""draft_id"": ""DRF-CASE-0031""}",DRF-CASE-0031,CASE-0031:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0149,CASE-0038,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0038"", ""evidence_ids"": [""EVID-00130"", ""EVID-00131"", ""EVID-00132"", ""EVID-00133""]}","{""draft"": {""draft_id"": ""DRF-CASE-0038"", ""case_id"": ""CASE-0038"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-178 \u2014 \u20b923.82"", ""body"": ""Order ORD-178 (payment PAY-0178) was settled \u20b93558.29 against a contractual expectation of \u20b93578.48 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b923.82. Evidence attached: EVID-00130, EVID-00131, EVID-00132, EVID-00133"", ""amount"": ""23.82""}, ""draft_id"": ""DRF-CASE-0038""}",DRF-CASE-0038,CASE-0038:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0150,CASE-0069,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0069"", ""evidence_ids"": [""EVID-00235"", ""EVID-00236"", ""EVID-00237""]}","{""draft"": {""draft_id"": ""DRF-CASE-0069"", ""case_id"": ""CASE-0069"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-428 \u2014 \u20b922.2"", ""body"": ""Order ORD-428 (payment PAY-0428) was settled \u20b91904.6 against a contractual expectation of \u20b91926.8 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b922.2. Evidence attached: EVID-00235, EVID-00236, EVID-00237"", ""amount"": ""22.2""}, ""draft_id"": ""DRF-CASE-0069""}",DRF-CASE-0069,CASE-0069:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0151,CASE-0069,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0069"", ""evidence_ids"": [""EVID-00235"", ""EVID-00236"", ""EVID-00237""]}","{""dispute_id"": ""DIS-CASE-0069"", ""status"": ""SUBMITTED""}",DIS-CASE-0069,CASE-0069:CREATE_DISPUTE,APR-0070,,2025-04-05T00:00:00Z
ACT-0152,CASE-0053,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0053"", ""evidence_ids"": [""EVID-00180"", ""EVID-00181"", ""EVID-00182"", ""EVID-00183""]}","{""draft"": {""draft_id"": ""DRF-CASE-0053"", ""case_id"": ""CASE-0053"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-288 \u2014 \u20b921.25"", ""body"": ""Order ORD-288 (payment PAY-0288) was settled \u20b91568.85 against a contractual expectation of \u20b91586.86 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b921.25. Evidence attached: EVID-00180, EVID-00181, EVID-00182, EVID-00183"", ""amount"": ""21.25""}, ""draft_id"": ""DRF-CASE-0053""}",DRF-CASE-0053,CASE-0053:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0153,CASE-0131,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0131"", ""evidence_ids"": [""EVID-00448"", ""EVID-00449"", ""EVID-00450"", ""EVID-00451""]}","{""draft"": {""draft_id"": ""DRF-CASE-0131"", ""case_id"": ""CASE-0131"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-849 \u2014 \u20b920.81"", ""body"": ""Order ORD-849 (payment PAY-0849) was settled \u20b912237.77 against a contractual expectation of \u20b912255.41 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b920.81. Evidence attached: EVID-00448, EVID-00449, EVID-00450, EVID-00451"", ""amount"": ""20.81""}, ""draft_id"": ""DRF-CASE-0131""}",DRF-CASE-0131,CASE-0131:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0154,CASE-0103,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0103"", ""evidence_ids"": [""EVID-00352"", ""EVID-00353"", ""EVID-00354""]}","{""draft"": {""draft_id"": ""DRF-CASE-0103"", ""case_id"": ""CASE-0103"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-680 \u2014 \u20b920.69"", ""body"": ""Order ORD-680 (payment PAY-0680) was settled \u20b91282.06 against a contractual expectation of \u20b92316.39 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b920.69. Evidence attached: EVID-00352, EVID-00353, EVID-00354"", ""amount"": ""20.69""}, ""draft_id"": ""DRF-CASE-0103""}",DRF-CASE-0103,CASE-0103:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0155,CASE-0103,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0103"", ""evidence_ids"": [""EVID-00352"", ""EVID-00353"", ""EVID-00354""]}","{""dispute_id"": ""DIS-CASE-0103"", ""status"": ""SUBMITTED""}",DIS-CASE-0103,CASE-0103:CREATE_DISPUTE,APR-0071,,2025-04-05T00:00:00Z
ACT-0156,CASE-0084,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0084"", ""evidence_ids"": [""EVID-00287"", ""EVID-00288"", ""EVID-00289""]}","{""draft"": {""draft_id"": ""DRF-CASE-0084"", ""case_id"": ""CASE-0084"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-550 \u2014 \u20b920.47"", ""body"": ""Order ORD-550 (payment PAY-0550) was settled \u20b93897.95 against a contractual expectation of \u20b94921.34 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b920.47. Evidence attached: EVID-00287, EVID-00288, EVID-00289"", ""amount"": ""20.47""}, ""draft_id"": ""DRF-CASE-0084""}",DRF-CASE-0084,CASE-0084:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0157,CASE-0084,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0084"", ""evidence_ids"": [""EVID-00287"", ""EVID-00288"", ""EVID-00289""]}","{""dispute_id"": ""DIS-CASE-0084"", ""status"": ""SUBMITTED""}",DIS-CASE-0084,CASE-0084:CREATE_DISPUTE,APR-0072,,2025-04-05T00:00:00Z
ACT-0158,CASE-0077,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0077"", ""evidence_ids"": [""EVID-00263"", ""EVID-00264"", ""EVID-00265"", ""EVID-00266""]}","{""draft"": {""draft_id"": ""DRF-CASE-0077"", ""case_id"": ""CASE-0077"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-468 \u2014 \u20b920.18"", ""body"": ""Order ORD-468 (payment PAY-0468) was settled \u20b91523.85 against a contractual expectation of \u20b91540.95 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b920.18. Evidence attached: EVID-00263, EVID-00264, EVID-00265, EVID-00266"", ""amount"": ""20.18""}, ""draft_id"": ""DRF-CASE-0077""}",DRF-CASE-0077,CASE-0077:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0159,CASE-0082,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0082"", ""evidence_ids"": [""EVID-00281"", ""EVID-00282"", ""EVID-00283""]}","{""draft"": {""draft_id"": ""DRF-CASE-0082"", ""case_id"": ""CASE-0082"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-493 \u2014 \u20b919.35"", ""body"": ""Order ORD-493 (payment PAY-0493) was settled \u20b9555.53 against a contractual expectation of \u20b9574.88 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b919.35. Evidence attached: EVID-00281, EVID-00282, EVID-00283"", ""amount"": ""19.35""}, ""draft_id"": ""DRF-CASE-0082""}",DRF-CASE-0082,CASE-0082:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0160,CASE-0082,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0082"", ""evidence_ids"": [""EVID-00281"", ""EVID-00282"", ""EVID-00283""]}","{""dispute_id"": ""DIS-CASE-0082"", ""status"": ""SUBMITTED""}",DIS-CASE-0082,CASE-0082:CREATE_DISPUTE,APR-0073,,2025-04-05T00:00:00Z
ACT-0161,CASE-0078,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0078"", ""evidence_ids"": [""EVID-00267"", ""EVID-00268"", ""EVID-00269""]}","{""draft"": {""draft_id"": ""DRF-CASE-0078"", ""case_id"": ""CASE-0078"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-469 \u2014 \u20b918.18"", ""body"": ""Order ORD-469 (payment PAY-0469) was settled \u20b9638.65 against a contractual expectation of \u20b9656.83 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b918.18. Evidence attached: EVID-00267, EVID-00268, EVID-00269"", ""amount"": ""18.18""}, ""draft_id"": ""DRF-CASE-0078""}",DRF-CASE-0078,CASE-0078:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0162,CASE-0078,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0078"", ""evidence_ids"": [""EVID-00267"", ""EVID-00268"", ""EVID-00269""]}","{""dispute_id"": ""DIS-CASE-0078"", ""status"": ""SUBMITTED""}",DIS-CASE-0078,CASE-0078:CREATE_DISPUTE,APR-0074,,2025-04-05T00:00:00Z
ACT-0163,CASE-0015,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0015"", ""evidence_ids"": [""EVID-00050"", ""EVID-00051"", ""EVID-00052""]}","{""draft"": {""draft_id"": ""DRF-CASE-0015"", ""case_id"": ""CASE-0015"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-56 \u2014 \u20b917.8"", ""body"": ""Order ORD-56 (payment PAY-0056) was settled \u20b91136.36 against a contractual expectation of \u20b92026.38 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b917.8. Evidence attached: EVID-00050, EVID-00051, EVID-00052"", ""amount"": ""17.8""}, ""draft_id"": ""DRF-CASE-0015""}",DRF-CASE-0015,CASE-0015:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0164,CASE-0015,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0015"", ""evidence_ids"": [""EVID-00050"", ""EVID-00051"", ""EVID-00052""]}","{""dispute_id"": ""DIS-CASE-0015"", ""status"": ""SUBMITTED""}",DIS-CASE-0015,CASE-0015:CREATE_DISPUTE,APR-0075,,2025-04-05T00:00:00Z
ACT-0165,CASE-0076,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0076"", ""evidence_ids"": [""EVID-00260"", ""EVID-00261"", ""EVID-00262""]}","{""draft"": {""draft_id"": ""DRF-CASE-0076"", ""case_id"": ""CASE-0076"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-465 \u2014 \u20b916.81"", ""body"": ""Order ORD-465 (payment PAY-0465) was settled \u20b97281.24 against a contractual expectation of \u20b911482.21 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b916.81. Evidence attached: EVID-00260, EVID-00261, EVID-00262"", ""amount"": ""16.81""}, ""draft_id"": ""DRF-CASE-0076""}",DRF-CASE-0076,CASE-0076:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
ACT-0166,CASE-0076,create_dispute,CREATE_DISPUTE,AGENT,EXECUTED,L3_FINANCIAL,"{""case_id"": ""CASE-0076"", ""evidence_ids"": [""EVID-00260"", ""EVID-00261"", ""EVID-00262""]}","{""dispute_id"": ""DIS-CASE-0076"", ""status"": ""SUBMITTED""}",DIS-CASE-0076,CASE-0076:CREATE_DISPUTE,APR-0076,,2025-04-05T00:00:00Z
ACT-0167,CASE-0096,draft_dispute,DRAFT_DISPUTE,AGENT,EXECUTED,L1_DRAFT,"{""case_id"": ""CASE-0096"", ""evidence_ids"": [""EVID-00326"", ""EVID-00327"", ""EVID-00328"", ""EVID-00329"", ""EVID-00330"", ""EVID-00331""]}","{""draft"": {""draft_id"": ""DRF-CASE-0096"", ""case_id"": ""CASE-0096"", ""to"": ""payments-support@razorpay.com"", ""subject"": ""Settlement discrepancy on ORD-629 \u2014 \u20b915.3"", ""body"": ""Order ORD-629 (payment PAY-0629) was settled \u20b91522.96 against a contractual expectation of \u20b92452.73 (rate card + GST on MDR). We request a review and reversal of the unexplained difference of \u20b915.3. Evidence attached: EVID-00326, EVID-00327, EVID-00328, EVID-00329, EVID-00330, EVID-00331"", ""amount"": ""15.3""}, ""draft_id"": ""DRF-CASE-0096""}",DRF-CASE-0096,CASE-0096:DRAFT_DISPUTE,,,2025-04-05T00:00:00Z
